grid_x,grid_y,stress_category,stress_probability,ndvi_mean,moisture_index,recommended_intervention
3,17,Critical,0.8990066488961176,0.402826017,0.4319961601, Detailed inspection needed - Cause unclear from indices
16,3,Critical,0.89875,0.3264027416,0.4887888332, Fertilizer application - Low vegetation vigor
19,1,Critical,0.8986111111111111,0.3125319272,0.5327032762, Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
6,4,Critical,0.8980644078144079,0.3234708906,0.7153883423, Fertilizer application - Low vegetation vigor
17,4,Critical,0.8978073593073593,0.2360351259,0.964540729, Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
2,7,Critical,0.8959057971014494,0.3966541568,0.2363339017, Irrigation needed - Low moisture detected |  Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
6,18,Critical,0.8956014492753623,0.509071351,0.1298768375, Irrigation needed - Low moisture detected |  Check for pest/disease - Thin canopy detected
16,12,Critical,0.8953144078144081,0.3220565003,0.7388443674, Fertilizer application - Low vegetation vigor
19,17,Critical,0.8952450356660883,0.4931393674,0.3641751588, Check for pest/disease - Thin canopy detected
17,6,Critical,0.8946666666666667,0.3617523576,0.7475405052, Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
1,11,Critical,0.894442857142857,0.492306543,0.3705585039, Check for pest/disease - Thin canopy detected
14,9,Critical,0.8943019336766964,0.2661100725,0.9299083924, Fertilizer application - Low vegetation vigor
6,18,Critical,0.8936202131202131,0.2954600329,0.8526788875, Fertilizer application - Low vegetation vigor
15,19,Critical,0.8930128205128205,0.3305990412,0.8528013066, Fertilizer application - Low vegetation vigor
1,12,Critical,0.8901557540498716,0.3235696224,0.871755166, Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
1,5,Critical,0.8893650793650792,0.3805591394,0.3559095188, Fertilizer application - Low vegetation vigor
8,4,Critical,0.8883571428571428,0.2444908452,0.1543292592, Irrigation needed - Low moisture detected |  Fertilizer application - Low vegetation vigor
2,12,Critical,0.8870054945054943,0.3721704099,0.9940307508, Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
2,0,Critical,0.8853333333333333,0.3667279467,0.76100255, Fertilizer application - Low vegetation vigor
9,19,Critical,0.8852222222222221,0.3110235737,0.2934067902, Irrigation needed - Low moisture detected |  Fertilizer application - Low vegetation vigor
4,17,Critical,0.8849775910364146,0.4231267521,0.4717489132, Check for pest/disease - Thin canopy detected
15,9,Critical,0.8838888888888888,0.28439682,0.2849846236, Irrigation needed - Low moisture detected |  Fertilizer application - Low vegetation vigor
2,4,Critical,0.8837545787545786,0.4262420524,0.1695445536, Irrigation needed - Low moisture detected
19,10,Critical,0.8816666666666667,0.3805319789,0.4760369255, Fertilizer application - Low vegetation vigor
9,15,Critical,0.8806666666666666,0.2406585285,0.4585399081, Fertilizer application - Low vegetation vigor
4,5,Critical,0.8794841269841268,0.383584831,0.1058392754, Irrigation needed - Low moisture detected |  Fertilizer application - Low vegetation vigor
19,18,Critical,0.8794166666666667,0.3604759767,0.9176716275, Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
19,15,Critical,0.8788571428571429,0.3745045604,0.1196261138, Irrigation needed - Low moisture detected |  Fertilizer application - Low vegetation vigor
9,15,Critical,0.878397435897436,0.4387464457,0.9201206402, Check for pest/disease - Thin canopy detected
15,17,Critical,0.8766825396825396,0.2619447514,0.3860068677, Fertilizer application - Low vegetation vigor
10,15,Critical,0.8764771062271063,0.3391009771,0.7384516707, Fertilizer application - Low vegetation vigor
3,16,Critical,0.8762720772519534,0.45092601,0.653546049, Check for pest/disease - Thin canopy detected
17,13,Critical,0.8761733092894838,0.4707147424,0.5630977822, Check for pest/disease - Thin canopy detected
1,13,Critical,0.8758264320220842,0.4300651818,0.3254512822, Detailed inspection needed - Cause unclear from indices
6,10,Critical,0.8746111111111111,0.5759745793,0.1263643345, Irrigation needed - Low moisture detected |  Check for pest/disease - Thin canopy detected
1,6,Critical,0.8733673153471915,0.4633817099,0.5445774895, Check for pest/disease - Thin canopy detected
0,19,Critical,0.8727380952380952,0.3807710718,0.3941909108, Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
14,19,Critical,0.871079365079365,0.2108196316,0.2165739489, Irrigation needed - Low moisture detected |  Fertilizer application - Low vegetation vigor
3,13,Critical,0.8704523809523809,0.3510747192,0.2289663923, Irrigation needed - Low moisture detected |  Fertilizer application - Low vegetation vigor
19,10,Critical,0.8698911248710011,0.468723855,0.5247441357, Check for pest/disease - Thin canopy detected
15,3,Critical,0.8698165266106441,0.3571084003,0.7276222602, Fertilizer application - Low vegetation vigor
19,16,Critical,0.8676666666666667,0.4549889027,0.1535897242, Irrigation needed - Low moisture detected |  Check for pest/disease - Thin canopy detected
11,9,Critical,0.8676437229437229,0.6014065217,0.2629726321, Irrigation needed - Low moisture detected |  Check for pest/disease - Thin canopy detected
16,7,Critical,0.8662135338345865,0.4613165214,0.3923979458, Check for pest/disease - Thin canopy detected
2,2,Critical,0.8643333333333334,0.6340509291,0.1418039356, Irrigation needed - Low moisture detected |  Check for pest/disease - Thin canopy detected
8,11,Critical,0.8640164835164835,0.3941668281,0.1409301562, Irrigation needed - Low moisture detected |  Fertilizer application - Low vegetation vigor
3,12,Critical,0.862747311827957,0.3569885166,0.3099288896, Fertilizer application - Low vegetation vigor
11,6,Critical,0.8624285714285712,0.4081443052,0.4782093695, Detailed inspection needed - Cause unclear from indices
2,17,Critical,0.8608101343101343,0.4106744969,0.1236562951, Irrigation needed - Low moisture detected
14,10,Critical,0.8603484848484847,0.3876445486,0.6393703501, Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
13,17,Critical,0.8590032467532467,0.4334494202,0.9975885505, Check for pest/disease - Thin canopy detected
18,1,Critical,0.8559887057387057,0.3660743612,0.3896447574, Fertilizer application - Low vegetation vigor
19,7,Critical,0.8539007936507936,0.4442077866,0.1665899958, Irrigation needed - Low moisture detected
5,10,Critical,0.8519934640522875,0.4824380063,0.2297705175, Irrigation needed - Low moisture detected
5,1,Critical,0.8515728291316527,0.4218454036,0.2890476282, Irrigation needed - Low moisture detected |  Check for pest/disease - Thin canopy detected
17,5,Critical,0.8509952380952381,0.2140498384,0.9683408129, Fertilizer application - Low vegetation vigor
8,5,Critical,0.850533982013858,0.4937200437,0.83802504, Check for pest/disease - Thin canopy detected
2,13,Critical,0.8502460317460319,0.404501254,0.1364675729, Irrigation needed - Low moisture detected
12,3,Critical,0.8499880952380952,0.3717443768,0.2743443481, Irrigation needed - Low moisture detected |  Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
3,9,Critical,0.8496666666666667,0.2259053443,0.5738486746, Fertilizer application - Low vegetation vigor
4,6,Critical,0.8493148926237162,0.4681969698,0.2344136053, Irrigation needed - Low moisture detected
0,4,Critical,0.8489744582043345,0.4373208537,0.6792704093, Check for pest/disease - Thin canopy detected
17,15,Critical,0.8466156898656899,0.3553805134,0.1343184527, Irrigation needed - Low moisture detected |  Fertilizer application - Low vegetation vigor
19,1,Critical,0.8464249554367202,0.3610061861,0.8858433586, Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
0,14,Critical,0.8443888888888889,0.6507996803,0.1411539533, Irrigation needed - Low moisture detected |  Check for pest/disease - Thin canopy detected
6,0,Critical,0.8440000000000001,0.2383331472,0.1453266991, Irrigation needed - Low moisture detected |  Fertilizer application - Low vegetation vigor
12,0,Critical,0.8434807692307693,0.3734116927,0.1085276181, Irrigation needed - Low moisture detected |  Fertilizer application - Low vegetation vigor
5,5,Critical,0.8433333333333333,0.6254157564,0.1838699074, Irrigation needed - Low moisture detected |  Check for pest/disease - Thin canopy detected
17,2,Critical,0.8428666666666668,0.5844586653,0.2779908649, Irrigation needed - Low moisture detected |  Check for pest/disease - Thin canopy detected
17,13,Critical,0.8428174603174601,0.3999984604,0.1583862741, Irrigation needed - Low moisture detected |  Fertilizer application - Low vegetation vigor
6,5,Critical,0.8409444444444445,0.4235195463,0.5966110572, Detailed inspection needed - Cause unclear from indices
3,18,Critical,0.8405300207039336,0.5207770233,0.1002787587, Irrigation needed - Low moisture detected
1,9,Critical,0.8405238095238095,0.3595546138,0.7623524816, Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
11,8,Critical,0.8393333333333334,0.3305969168,0.5405855879, Fertilizer application - Low vegetation vigor
13,11,Critical,0.8391980519480517,0.295819941,0.5523844012, Fertilizer application - Low vegetation vigor
17,6,Critical,0.8369777777777777,0.6549747515,0.1976485106, Irrigation needed - Low moisture detected |  Check for pest/disease - Thin canopy detected
7,6,Critical,0.8361190476190475,0.4582395477,0.851476666, Check for pest/disease - Thin canopy detected
4,0,Critical,0.8347499999999998,0.3747676062,0.4251004617, Fertilizer application - Low vegetation vigor
15,17,Critical,0.8334999999999999,0.4207032365,0.3783940968, Check for pest/disease - Thin canopy detected
5,12,Critical,0.8329285714285715,0.4129695701,0.103622751, Irrigation needed - Low moisture detected |  Check for pest/disease - Thin canopy detected
14,3,Critical,0.8327222222222221,0.3128549011,0.3644218259, Fertilizer application - Low vegetation vigor
11,13,Critical,0.8314943064182194,0.4751684073,0.7761765661, Check for pest/disease - Thin canopy detected
3,3,Critical,0.8311639784946234,0.3950132373,0.3875941566, Fertilizer application - Low vegetation vigor
18,12,Critical,0.8307781241528869,0.362170191,0.3293358613, Fertilizer application - Low vegetation vigor
2,18,Critical,0.8305634920634922,0.2035431087,0.5745022764, Fertilizer application - Low vegetation vigor
0,7,Critical,0.8304444444444443,0.2320194237,0.9926870902, Fertilizer application - Low vegetation vigor
2,16,Critical,0.8271214618714621,0.2597447677,0.6685625591, Fertilizer application - Low vegetation vigor
16,16,Critical,0.8252817460317461,0.5876979991,0.1656638775, Irrigation needed - Low moisture detected |  Check for pest/disease - Thin canopy detected
19,0,Critical,0.8246666666666665,0.3660587542,0.5903016538, Fertilizer application - Low vegetation vigor
10,4,Critical,0.8240515873015872,0.2532916016,0.559337866, Fertilizer application - Low vegetation vigor
10,5,Critical,0.8236323529411764,0.4657846857,0.8081170382, Check for pest/disease - Thin canopy detected
2,8,Critical,0.8210888888888889,0.6369042355,0.2683975806, Irrigation needed - Low moisture detected |  Check for pest/disease - Thin canopy detected
2,14,Critical,0.8179837662337665,0.2822683727,0.6474678524, Fertilizer application - Low vegetation vigor
6,19,Critical,0.8142539682539683,0.4927701254,0.3308793558, Detailed inspection needed - Cause unclear from indices
19,3,Critical,0.8127541173702919,0.5412018388,0.6660895485, Check for pest/disease - Thin canopy detected
11,7,Critical,0.8103650793650796,0.2184568821,0.9327952485, Fertilizer application - Low vegetation vigor
19,6,Critical,0.8074246031746032,0.2896320873,0.4924442986, Fertilizer application - Low vegetation vigor
9,9,Critical,0.8072835497835499,0.3295930502,0.1085555822, Irrigation needed - Low moisture detected |  Fertilizer application - Low vegetation vigor
15,16,Critical,0.8072579185520362,0.367144002,0.7557086905, Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
7,3,Critical,0.8043333333333333,0.3938143537,0.7469901824, Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
5,12,Critical,0.8010079365079364,0.6369665971,0.1402951353, Irrigation needed - Low moisture detected |  Check for pest/disease - Thin canopy detected
18,19,Critical,0.8009304620111073,0.3061724158,0.4041112832, Fertilizer application - Low vegetation vigor
19,11,Critical,0.8002443710081656,0.5518459652,0.595821376, Check for pest/disease - Thin canopy detected
4,8,Critical,0.7972868325195691,0.52387585,0.7211182131, Check for pest/disease - Thin canopy detected
17,13,Critical,0.7918095238095237,0.4038603981,0.6619604387, Check for pest/disease - Thin canopy detected
13,15,Critical,0.7902048410936355,0.4882886399,0.7196609696, Check for pest/disease - Thin canopy detected
16,6,Critical,0.7884523809523809,0.3895825759,0.1986624877, Irrigation needed - Low moisture detected |  Fertilizer application - Low vegetation vigor
15,12,Critical,0.7882222222222223,0.2185579174,0.6301541382, Fertilizer application - Low vegetation vigor
7,15,Critical,0.7849880952380951,0.5364106041,0.1277813193, Irrigation needed - Low moisture detected
8,12,Critical,0.7842274705581156,0.3370537944,0.4615706849, Fertilizer application - Low vegetation vigor
18,5,Critical,0.7837080961416824,0.3138318575,0.5126208491, Fertilizer application - Low vegetation vigor
18,3,Critical,0.7816746031746029,0.5002958192,0.1341252497, Irrigation needed - Low moisture detected
13,11,Critical,0.7799688644688645,0.4292481465,0.1068322746, Irrigation needed - Low moisture detected
12,3,Critical,0.7788343685300206,0.4379124746,0.4106417177, Check for pest/disease - Thin canopy detected
13,2,Critical,0.7775912698412698,0.3905015961,0.4105185999, Fertilizer application - Low vegetation vigor
2,16,Critical,0.7770728291316528,0.4393105162,0.2448599387, Irrigation needed - Low moisture detected
2,16,Critical,0.7760630952380952,0.6021311792,0.3384164741, Check for pest/disease - Thin canopy detected
16,2,Critical,0.7752156862745098,0.461989557,0.2414642244, Irrigation needed - Low moisture detected
7,14,Critical,0.7734736652236651,0.2906604449,0.6106953261, Fertilizer application - Low vegetation vigor
18,4,Critical,0.7733655462184873,0.3271184018,0.488398861, Fertilizer application - Low vegetation vigor
9,15,Critical,0.7716964285714286,0.4444467022,0.319345419, Detailed inspection needed - Cause unclear from indices
17,9,Critical,0.7659136321195146,0.2746187772,0.6821742016, Fertilizer application - Low vegetation vigor
4,2,Critical,0.7634166666666666,0.5671579727,0.5548017889, Check for pest/disease - Thin canopy detected
16,12,Critical,0.7628865800865802,0.552195381,0.4681684311, Check for pest/disease - Thin canopy detected
6,18,Critical,0.7625039682539682,0.4781011034,0.5753260515, Check for pest/disease - Thin canopy detected
5,2,Critical,0.7618829365079365,0.5237743013,0.2598578375, Irrigation needed - Low moisture detected
4,8,Critical,0.7600000000000001,0.2588747643,0.325491453, Fertilizer application - Low vegetation vigor
5,15,Critical,0.7598167084377611,0.5541220752,0.5308315137, Check for pest/disease - Thin canopy detected
11,19,Critical,0.758269654528478,0.4640989142,0.4541324955, Detailed inspection needed - Cause unclear from indices
8,11,Critical,0.7573483219289671,0.3212413089,0.3567372957, Fertilizer application - Low vegetation vigor
11,4,Critical,0.7570714285714287,0.4450876814,0.2422551703, Irrigation needed - Low moisture detected
3,15,Critical,0.7519444444444443,0.7247562822,0.2438070059, Irrigation needed - Low moisture detected |  Check for pest/disease - Thin canopy detected
14,17,High,0.749810803891449,0.3913849504,0.301034294, Fertilizer application - Low vegetation vigor
11,15,High,0.7493333333333332,0.6610855421,0.2899503003, Irrigation needed - Low moisture detected |  Check for pest/disease - Thin canopy detected
8,11,High,0.7487460317460319,0.5314302395,0.1748743092, Irrigation needed - Low moisture detected |  Check for pest/disease - Thin canopy detected
12,2,High,0.7393214285714284,0.4428672413,0.2417076615, Irrigation needed - Low moisture detected
17,8,High,0.7393065323565322,0.6222064766,0.3192949113, Check for pest/disease - Thin canopy detected
8,6,High,0.7342142857142858,0.3884702617,0.6476611083, Fertilizer application - Low vegetation vigor
0,12,High,0.7325158730158731,0.7103050176,0.1620394319, Irrigation needed - Low moisture detected |  Check for pest/disease - Thin canopy detected
4,9,High,0.7298823529411764,0.3995666181,0.7267382649, Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
13,12,High,0.7263230532907953,0.5081067456,0.8433763026, Check for pest/disease - Thin canopy detected
8,1,High,0.7225187229437229,0.5928940383,0.4066871404, Check for pest/disease - Thin canopy detected
16,7,High,0.7188827984817115,0.5734227644,0.242687382, Irrigation needed - Low moisture detected |  Check for pest/disease - Thin canopy detected
3,14,High,0.7179625534424295,0.4872680461,0.7115987072, Check for pest/disease - Thin canopy detected
12,17,High,0.7131557971014493,0.4226024325,0.5577201297, Check for pest/disease - Thin canopy detected
7,6,High,0.713053391053391,0.2976457025,0.5387748134, Fertilizer application - Low vegetation vigor
1,12,High,0.7091929045249941,0.5799071103,0.1512575806, Irrigation needed - Low moisture detected
15,0,High,0.7081660830999066,0.4604126601,0.5244243365, Detailed inspection needed - Cause unclear from indices
6,10,High,0.7050106171500858,0.4256476915,0.4910524243, Detailed inspection needed - Cause unclear from indices
6,13,High,0.6901552669552671,0.6563728817,0.3404865491, Check for pest/disease - Thin canopy detected
0,11,High,0.6892594886044543,0.4949971854,0.7629014827, Check for pest/disease - Thin canopy detected
10,14,High,0.6891587301587302,0.6521420689,0.140194026, Irrigation needed - Low moisture detected |  Check for pest/disease - Thin canopy detected
0,15,High,0.6859179766750663,0.5599641069,0.2804585712, Irrigation needed - Low moisture detected |  Check for pest/disease - Thin canopy detected
11,12,High,0.6786785714285715,0.6496934947,0.1398658879, Irrigation needed - Low moisture detected
10,2,High,0.6782857142857143,0.6956508045,0.1443199613, Irrigation needed - Low moisture detected |  Check for pest/disease - Thin canopy detected
11,5,High,0.6749094331654358,0.5167076613,0.3523868754, Detailed inspection needed - Cause unclear from indices
9,14,High,0.6697301587301588,0.2048664914,0.6454301073, Fertilizer application - Low vegetation vigor
17,9,High,0.6628649413388543,0.4724411751,0.2053373344, Irrigation needed - Low moisture detected
11,19,High,0.6558753126954346,0.5021616824,0.5253982564, Detailed inspection needed - Cause unclear from indices
15,9,High,0.6514339826839827,0.5597926424,0.3143098643, Detailed inspection needed - Cause unclear from indices
6,11,High,0.6503452380952381,0.3249812634,0.938917066, Fertilizer application - Low vegetation vigor
7,17,High,0.6491190476190476,0.6494221523,0.1917387161, Irrigation needed - Low moisture detected |  Check for pest/disease - Thin canopy detected
9,4,High,0.6436076479076479,0.643380598,0.4338310826, Check for pest/disease - Thin canopy detected
10,14,High,0.6225833333333333,0.4456405088,0.1890570715, Irrigation needed - Low moisture detected
12,0,High,0.619369620575503,0.2728760074,0.5995767254, Fertilizer application - Low vegetation vigor
1,3,High,0.6184166666666666,0.4805341426,0.2179501691, Irrigation needed - Low moisture detected
5,7,High,0.616,0.7566871183,0.1628346713, Irrigation needed - Low moisture detected |  Check for pest/disease - Thin canopy detected
11,4,High,0.6159403504991741,0.5072799945,0.5409047279, Check for pest/disease - Thin canopy detected
17,14,High,0.6141367595818816,0.4745708316,0.8399646152, Check for pest/disease - Thin canopy detected
4,7,High,0.6040270562770563,0.2684839125,0.7140063408, Fertilizer application - Low vegetation vigor
11,7,High,0.6034418767507003,0.4437788269,0.9353189674, Check for pest/disease - Thin canopy detected
3,13,High,0.5976742063492064,0.5702559938,0.5084540931, Check for pest/disease - Thin canopy detected
11,7,High,0.5910897299218195,0.547456373,0.2682418105, Irrigation needed - Low moisture detected |  Check for pest/disease - Thin canopy detected
11,5,High,0.5887619047619047,0.7081689752,0.1201104404, Irrigation needed - Low moisture detected |  Check for pest/disease - Thin canopy detected
19,11,High,0.5833109668109668,0.4787180855,0.3539607811, Detailed inspection needed - Cause unclear from indices
6,0,High,0.5785,0.4052034112,0.7214559688, Detailed inspection needed - Cause unclear from indices
19,11,High,0.5754444444444445,0.7406228742,0.309501716, Check for pest/disease - Thin canopy detected
13,6,High,0.5628968253968254,0.2971790209,0.6304045402, Fertilizer application - Low vegetation vigor
0,8,High,0.5526078458638485,0.5319499517,0.5335189918, Detailed inspection needed - Cause unclear from indices
3,12,High,0.5517261072261072,0.4591110902,0.3619709932, Detailed inspection needed - Cause unclear from indices
11,19,High,0.5450174603174605,0.5888021939,0.2840061936, Irrigation needed - Low moisture detected |  Check for pest/disease - Thin canopy detected
3,9,High,0.536975468975469,0.575882096,0.1616078525, Irrigation needed - Low moisture detected
10,18,High,0.5311944444444444,0.2940902739,0.7856317872, Fertilizer application - Low vegetation vigor
6,0,High,0.528422077922078,0.4805959917,0.2011642402, Irrigation needed - Low moisture detected
15,15,High,0.5260169082125604,0.434583198,0.8853098665, Check for pest/disease - Thin canopy detected
11,15,High,0.5227657009657011,0.5441311126,0.5774167, Check for pest/disease - Thin canopy detected
1,6,High,0.5195095822052344,0.4010672942,0.3320178959, Detailed inspection needed - Cause unclear from indices
9,1,High,0.5049722222222223,0.7033321336,0.3181743213, Check for pest/disease - Thin canopy detected
11,17,High,0.5034126984126984,0.3856416574,0.5169960114, Fertilizer application - Low vegetation vigor
